2		79.1		20.0
4		54.7		19.8
6		65.3		19.8
8		58.6		19.7
10		11.7		19.7
12		38.3		19.7
14		7.5		19.6
16		6.1		19.6
18		-4.6		19.9
20		-23.5		19.7
22		13.1		19.8
24		-7.2		19.8
26		-26.0		19.7
28		-44.2		19.7
30		5.3		19.7
32		-10.9		19.7
34		-30.0		19.6
36		55.5		19.6
38		-76.2		19.6
40		21.8		19.6
42		-20.0		19.6
44		-53.0		19.6
46		70.2		19.7
48		409.5		19.7

