35.4	235.5	48
35.5	199.5	46
35.6	111.4	44
35.5	128.3	42
35.6	97.5	40
35.7	133.1	38
35.6	49.5	36
35.6	170.6	34
35.6	93.6	32
35.6	50.5	30
35.6	50.3	28
35.6	136.1	26
35.6	61.7	24
35.6	59.4	22
35.6	70.4	20
35.6	80.4	18
35.6	13	16
35.6	49.2	14
35.6	56.5	12
35.6	104.3	10
35.6	171.7	8
36.2	63.4	6
36.2	151.9	4
36.2	262.3	2

